2nd_flr_pres,age_sold,alley_grvl,bedroom_abvgr,big_house,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_type_1,central_air,condition,electrical,enclosed_porch,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_finish,garage_qual,garage_type,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,open_porch_sf,overall_cond,overall_qual,paved_drive,pool_pres,roof_style,sale_type,saleprice,screen_porch,total_bsmt_sf,wood_deck_sf
0,47.0,0,2,0.0,1Fam,3,0,0.0,3,422.0,3,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,1,0,0,CBlock,1,0,254.0,2,3,Attchd,1134,0,GasA,4,1Story,1963,1,2,Lvl,flat,7000,Inside,70.0,Reg,45.0,BrkFace,20,RL,NAmes,16,7,5,2,0,Gable,WD ,135000,0,1010.0,0
1,85.0,0,4,0.0,1Fam,3,0,0.0,3,833.0,1,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,0,4,1,BrkTil,1,0,370.0,1,3,Detchd,1848,1,GasA,3,1.5Fin,1352,1,3,Bnk,flat,13053,Inside,64.0,Reg,0.0,None,50,RL,BrkSide,0,7,6,0,0,Gambrel,WD ,207000,220,833.0,0
1,83.0,0,4,0.0,1Fam,3,0,0.0,3,758.0,3,Y,Norm,0.0,128,2,MetalSd,MetalSd,0,4,1,PConc,2,0,576.0,1,3,Detchd,1694,0,GasA,1,1.5Fin,1519,1,2,Bnk,flat,8400,Inside,60.0,Reg,0.0,None,50,RL,SWISU,0,5,6,2,0,Gable,WD ,136500,0,1181.0,342
0,54.0,0,2,0.0,1Fam,3,0,0.0,3,901.0,1,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,1,0,281.0,1,2,Detchd,901,0,GasA,4,1Story,1305,1,2,Lvl,flat,6000,Corner,50.0,Reg,0.0,None,20,RM,OldTown,0,7,4,2,0,Gable,WD ,107900,0,901.0,0
1,69.0,0,3,0.0,1Fam,3,0,1.0,3,809.0,2,Y,Norm,0.0,84,2,VinylSd,VinylSd,0,4,1,BrkTil,1,0,528.0,1,3,Detchd,1409,1,GasA,3,1.5Fin,2014,1,2,Lvl,flat,6240,Inside,56.357142857142854,Reg,0.0,None,50,RM,BrkSide,0,5,6,2,0,Gable,WD ,126000,0,861.0,225
0,50.0,0,3,0.0,1Fam,4,3,1.0,3,441.0,4,Y,Norm,0.0,0,2,BrkFace,Plywood,0,4,2,CBlock,1,0,528.0,3,3,Attchd,1656,0,GasA,1,1Story,1,1,2,Lvl,flat,31770,Corner,141.0,IR1,112.0,Stone,20,RL,NAmes,62,5,6,1,0,Hip,WD ,215000,0,1080.0,210
1,1.0,0,3,0.0,1Fam,3,2,1.0,5,402.0,6,Y,Norm,0.0,0,4,VinylSd,VinylSd,0,5,1,PConc,2,0,846.0,3,3,BuiltIn,2332,1,GasA,4,2Story,1052,1,4,Lvl,flat,12474,Inside,96.0,Reg,272.0,Stone,60,RL,NridgHt,134,5,10,2,0,Gable,New,426000,0,1682.0,196
0,59.0,0,3,0.0,1Fam,3,0,0.0,3,506.0,5,Y,Norm,0.0,120,3,MetalSd,MetalSd,0,4,1,CBlock,1,0,264.0,1,3,Attchd,1113,0,GasA,3,1Story,622,1,3,Lvl,flat,9600,Inside,80.0,Reg,0.0,None,20,RL,NAmes,80,7,5,2,0,Gable,WD ,147000,0,1113.0,0
0,93.0,0,3,0.0,1Fam,3,0,0.0,3,816.0,1,Y,Norm,0.0,180,3,Stucco,Stucco,0,4,1,BrkTil,1,0,440.0,1,3,Detchd,1232,0,GasA,4,1Story,913,1,3,Lvl,flat,8574,Inside,64.0,Reg,0.0,None,30,RL,Crawfor,0,8,6,2,0,Gable,WD ,147500,0,816.0,0
0,1.0,0,2,0.0,1Fam,3,3,1.0,5,575.0,6,Y,Norm,0.0,0,4,VinylSd,VinylSd,0,4,1,PConc,2,0,706.0,3,3,Attchd,1950,0,GasA,4,1Story,1058,1,4,Lvl,flat,14418,Inside,104.0,IR1,480.0,BrkFace,20,RL,NridgHt,207,5,9,2,0,Hip,WD ,383000,0,1950.0,156
0,18.0,0,3,0.0,1Fam,3,2,0.0,4,916.0,6,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,0,3,1,CBlock,2,0,604.0,3,3,Attchd,1872,0,GasA,3,1Story,2348,1,2,Lvl,flat,10400,Inside,80.0,Reg,102.0,BrkFace,20,RL,NWAmes,39,5,7,2,0,Gable,WD ,241500,0,1845.0,197
1,94.0,0,3,0.0,1Fam,3,0,0.0,4,676.0,1,Y,Norm,0.0,0,2,Wd Sdng,Wd Shng,0,0,0,BrkTil,1,0,400.0,1,3,Detchd,1264,0,GasA,4,1.5Fin,1527,1,2,Lvl,flat,15564,Inside,63.0,Reg,0.0,None,50,RL,Crawfor,0,6,6,2,0,Gable,WD ,147500,0,676.0,424
1,3.0,0,5,0.0,1Fam,3,3,0.0,5,1152.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,3,0,683.0,3,3,BuiltIn,2500,1,GasA,4,2Story,1011,1,4,HLS,flat,13543,Corner,101.0,IR1,130.0,Stone,60,RL,StoneBr,32,5,8,2,0,Gable,WD ,355000,0,1168.0,192
0,84.0,0,2,0.0,1Fam,3,0,1.0,3,0.0,5,Y,Norm,0.0,116,2,MetalSd,MetalSd,0,0,0,BrkTil,1,0,0.0,0,0,None,784,0,GasA,3,1.5Unf,1332,1,3,Lvl,flat,6130,Inside,50.0,Reg,0.0,None,45,RM,BrkSide,0,6,5,2,0,Gable,WD ,109500,0,784.0,0
0,69.0,0,1,0.0,1Fam,0,0,0.0,0,0.0,0,N,Norm,1.0,25,2,MetalSd,MetalSd,0,0,0,BrkTil,1,0,308.0,1,3,Detchd,612,0,GasA,1,1Story,709,1,2,Lvl,flat,5925,Corner,50.0,Reg,0.0,None,30,RM,OldTown,0,4,2,0,0,Gable,WD ,45000,0,0.0,0
1,70.0,0,4,0.0,1Fam,3,1,0.0,3,1032.0,1,Y,Norm,0.0,318,2,MetalSd,MetalSd,0,3,2,CBlock,2,0,349.0,1,3,Attchd,2403,0,GasA,4,2Story,209,1,2,Lvl,flat,24090,Inside,92.5,Reg,0.0,None,70,RL,ClearCr,0,7,7,2,0,Gable,COD,244400,0,1032.0,56
0,56.0,0,3,0.0,1Fam,3,0,1.0,3,131.0,6,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,4,2,CBlock,1,0,418.0,3,3,Attchd,1644,0,GasA,2,1Story,619,1,2,Lvl,flat,9600,Inside,80.0,Reg,238.0,Stone,20,RL,NAmes,0,5,6,2,0,Hip,WD ,167000,0,1416.0,110
1,5.0,0,3,0.0,1Fam,3,0,0.0,4,860.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,542.0,3,3,Attchd,1729,1,GasA,4,2Story,2150,1,3,Lvl,flat,8158,Inside,65.0,Reg,214.0,BrkFace,60,RL,CollgCr,63,5,7,2,0,Gable,WD ,200000,0,860.0,386
0,70.0,0,2,0.0,1Fam,3,0,0.0,3,830.0,1,Y,Norm,0.0,0,2,Wd Sdng,Wd Shng,0,0,0,BrkTil,1,0,180.0,1,3,Detchd,879,0,GasA,3,1Story,2704,1,2,Lvl,flat,5220,Inside,50.0,IR1,0.0,None,30,RL,SWISU,108,3,5,1,0,Gable,WD ,80000,0,830.0,0
0,51.0,0,2,0.0,1Fam,3,0,1.0,3,697.0,3,Y,Norm,0.0,0,2,WdShing,Plywood,0,0,0,CBlock,1,0,572.0,1,3,Detchd,864,0,GasA,2,1Story,2839,1,2,Lvl,flat,8172,Inside,60.0,Reg,0.0,None,20,RL,Edwards,0,7,5,0,0,Hip,WD ,115000,0,864.0,0
0,52.0,0,2,0.0,1Fam,3,0,1.0,4,580.0,2,Y,Norm,1.0,0,2,Wd Sdng,Wd Sdng,0,4,1,CBlock,1,0,297.0,2,3,Attchd,1196,0,GasA,3,1Story,1242,1,2,Lvl,flat,9000,Inside,72.0,Reg,74.0,BrkFace,20,RL,NAmes,44,5,6,2,0,Gable,WD ,139000,0,1196.0,0
1,28.0,0,3,0.0,1Fam,3,0,0.0,3,463.0,5,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,3,1,CBlock,1,0,440.0,3,3,Attchd,1400,1,GasA,2,2Story,2714,1,2,Lvl,flat,7844,Inside,74.0,Reg,203.0,BrkFace,60,RL,Sawyer,0,7,6,2,0,Hip,WD ,149500,0,672.0,0
1,69.0,0,4,0.0,1Fam,3,1,1.0,3,755.0,1,Y,Artery,0.0,0,2,MetalSd,MetalSd,1,4,1,CBlock,1,0,296.0,1,2,Detchd,1510,0,GasA,2,2Story,799,1,2,Lvl,flat,9084,Inside,60.0,Reg,0.0,None,70,RL,Edwards,0,5,4,1,0,Gable,WD ,108000,0,755.0,120
1,108.0,1,3,0.0,2fmCon,0,0,0.0,0,0.0,0,N,Norm,1.0,210,2,MetalSd,MetalSd,0,0,0,BrkTil,2,0,0.0,0,0,None,1294,0,GasA,2,2Story,1260,2,2,Lvl,flat,10800,Inside,60.0,Reg,0.0,None,190,RL,OldTown,114,7,4,0,0,Gable,WD ,106250,0,0.0,220
0,1.0,0,2,0.0,1Fam,3,2,0.0,4,1240.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,826.0,2,3,Attchd,1240,0,GasA,4,1Story,2107,1,3,Lvl,flat,8556,Inside,74.0,Reg,0.0,None,20,RL,CollgCr,93,5,7,2,0,Gable,WD ,194000,0,1240.0,140
0,44.0,0,3,0.0,1Fam,3,0,1.0,3,952.0,2,Y,RRe,0.0,0,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,0,624.0,1,3,Detchd,988,0,GasA,4,1Story,2486,1,2,Lvl,flat,9100,Inside,70.0,Reg,51.0,BrkFace,20,RL,Sawyer,0,4,5,2,0,Hip,WD ,129500,0,988.0,0
0,39.0,0,4,0.0,Duplex,3,0,0.0,3,1560.0,1,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,2,0,792.0,1,3,Detchd,1560,0,GasA,2,1Story,1911,2,2,Lvl,flat,8668,Corner,63.0,Reg,0.0,None,90,RL,NAmes,0,5,5,2,0,Gable,WD ,126000,0,1560.0,0
0,59.0,0,3,0.0,1Fam,3,1,1.0,2,0.0,3,Y,Norm,1.0,211,2,MetalSd,MetalSd,0,0,0,CBlock,1,1,195.0,2,3,Attchd,1368,0,GasA,2,1Story,896,1,2,Lvl,flat,11767,Inside,70.0,Reg,0.0,None,20,RL,Edwards,41,5,5,2,0,Gable,WD ,120000,0,1078.0,0
0,6.0,0,3,0.0,1Fam,3,2,1.0,4,761.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,606.0,2,3,Attchd,1484,0,GasA,4,1Story,272,1,3,Lvl,flat,8400,Inside,70.0,Reg,109.0,BrkFace,20,RL,CollgCr,35,5,7,2,0,Gable,WD ,213000,0,1473.0,0
0,26.0,0,1,0.0,TwnhsE,3,3,1.0,4,419.0,6,Y,Norm,0.0,0,3,Wd Sdng,Wd Sdng,0,2,1,CBlock,1,0,484.0,3,3,Attchd,1226,0,GasA,2,1Story,2521,1,3,Lvl,flat,3874,Inside,40.0,IR1,0.0,None,120,RL,Greens,78,5,8,2,0,Gable,WD ,190000,0,1226.0,133
0,13.0,0,3,0.0,1Fam,3,0,0.0,4,455.0,6,Y,Norm,0.0,0,2,HdBoard,HdBoard,1,3,1,PConc,2,0,402.0,3,3,Attchd,1169,0,GasA,3,1Story,2324,1,2,Lvl,flat,8076,Inside,72.02564102564102,IR1,112.0,BrkFace,20,RL,Gilbert,26,6,6,2,0,Gable,WD ,183500,144,1160.0,0
1,44.0,0,4,0.0,1Fam,3,2,0.0,3,0.0,3,Y,Norm,0.0,0,2,Plywood,Plywood,1,3,2,CBlock,2,0,276.0,1,3,BuiltIn,1651,0,GasA,2,SLvl,1953,1,2,Lvl,flat,10090,Inside,93.0,IR1,364.0,BrkFace,80,RL,NAmes,46,5,7,2,0,Gable,WD ,172000,165,725.0,460
0,71.0,0,2,0.0,1Fam,3,1,1.0,3,126.0,5,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,4,1,CBlock,1,0,288.0,1,2,Detchd,816,0,GasA,4,1Story,887,1,2,Lvl,sloped,8877,Inside,67.0,Reg,0.0,None,20,RL,Edwards,0,6,4,2,0,Gable,WD ,100000,0,816.0,0
0,1.0,0,3,0.0,1Fam,3,0,0.0,4,1508.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,814.0,2,3,Attchd,1564,0,GasA,4,1Story,1479,1,3,Lvl,flat,11058,Corner,85.0,Reg,212.0,Stone,20,RL,CollgCr,24,6,7,2,0,Gable,WD ,218836,0,1564.0,0
1,103.0,0,3,0.0,2fmCon,3,0,0.0,2,482.0,1,N,Norm,0.0,212,2,Wd Sdng,Wd Sdng,0,3,1,BrkTil,2,0,672.0,1,4,Detchd,1912,0,GasA,4,1.5Fin,1317,2,2,Lvl,flat,10800,Inside,60.0,Reg,0.0,None,190,RM,OldTown,25,7,6,2,0,Gable,WD ,163000,0,482.0,0
0,1.0,0,3,0.0,1Fam,3,2,0.0,4,1510.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,534.0,2,3,Attchd,1525,1,GasA,4,1Story,1750,1,3,Lvl,flat,10936,Inside,59.0,IR1,0.0,None,20,RL,Gilbert,18,5,7,2,0,Gable,New,206580,0,1510.0,100
1,1.0,0,3,0.0,1Fam,3,0,0.0,4,728.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,390.0,3,3,Attchd,1456,1,GasA,4,2Story,2815,1,3,Lvl,flat,8461,Inside,65.0,Reg,0.0,None,60,RL,CollgCr,24,5,6,2,0,Gable,New,163990,0,728.0,0
1,96.0,0,3,0.0,1Fam,2,0,0.0,2,396.0,1,Y,Norm,0.0,45,1,AsbShng,Plywood,1,0,0,BrkTil,1,0,390.0,1,3,Detchd,1330,0,GasA,3,2Story,2692,1,2,Lvl,flat,7518,FR3,60.0,Reg,0.0,None,70,RM,IDOTRR,72,8,5,0,0,Gable,WD ,116500,0,396.0,0
1,6.0,0,3,0.0,1Fam,3,0,0.0,4,840.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,400.0,3,3,BuiltIn,1720,1,GasA,4,2Story,1090,1,3,Lvl,flat,8010,Inside,72.02564102564102,IR1,0.0,None,60,RL,Gilbert,48,5,7,2,0,Gable,WD ,188000,0,840.0,138
0,41.0,0,3,0.0,1Fam,3,2,0.0,3,191.0,6,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,3,1,CBlock,2,0,432.0,3,3,Basment,1280,0,GasA,4,SFoyer,1912,1,2,Lvl,flat,10050,Inside,75.19245283018869,IR1,87.0,BrkFace,85,RL,NAmes,40,6,5,2,0,Gable,WD ,175000,0,793.0,140
0,19.0,0,2,0.0,TwnhsE,3,3,1.0,4,918.0,6,Y,Norm,0.0,0,3,CemntBd,CmentBd,0,0,0,CBlock,2,0,480.0,2,3,Attchd,1179,0,GasA,3,1Story,1634,1,2,Lvl,flat,4740,Inside,38.0,IR1,0.0,None,120,RL,StoneBr,108,5,8,2,0,Gable,WD ,182000,135,1166.0,0
0,81.0,0,2,0.0,1Fam,3,0,0.0,3,850.0,1,Y,Artery,0.0,116,3,MetalSd,MetalSd,0,0,0,BrkTil,1,0,576.0,2,3,Detchd,960,0,GasA,2,1Story,1974,1,2,Bnk,flat,6978,Inside,60.0,Reg,0.0,None,30,RM,OldTown,0,7,5,2,0,Gable,WD ,103000,0,850.0,0
0,6.0,0,2,0.0,1Fam,3,3,1.0,5,1351.0,6,Y,Norm,0.0,0,4,VinylSd,VinylSd,0,4,2,PConc,2,0,804.0,2,3,Attchd,2633,1,GasA,4,1Story,1764,1,4,Lvl,flat,11400,Inside,88.30555555555556,Reg,705.0,BrkFace,20,RL,NoRidge,140,5,10,2,0,Hip,WD ,466500,0,2633.0,314
0,50.0,0,3,0.0,1Fam,3,0,1.0,3,280.0,5,Y,Norm,0.0,0,3,MetalSd,MetalSd,0,0,0,CBlock,2,0,297.0,1,3,Attchd,988,0,GasA,2,1Story,634,1,3,Lvl,flat,9240,Inside,66.0,IR1,0.0,None,20,RL,NAmes,0,8,6,2,0,Hip,WD ,149500,0,988.0,156
0,29.0,0,2,0.0,Twnhs,3,0,0.0,4,423.0,6,Y,Norm,0.0,0,2,Plywood,Brk Cmn,0,0,0,CBlock,2,0,319.0,1,3,Attchd,1055,0,GasA,2,1Story,1683,1,2,Lvl,flat,2304,Inside,24.0,Reg,0.0,None,120,RL,NPkVill,32,7,7,2,0,Gable,WD ,142500,0,1061.0,108
0,81.0,0,3,0.0,1Fam,3,1,0.0,3,971.0,4,Y,Norm,0.0,64,2,Stucco,Plywood,1,0,0,PConc,1,0,352.0,1,3,Detchd,1422,0,GasA,2,1Story,2199,1,2,Lvl,flat,7223,Inside,54.0,Reg,0.0,None,30,RL,Crawfor,0,5,5,2,0,Hip,WD ,136500,0,1290.0,0
1,13.0,0,3,0.0,Twnhs,3,0,0.0,4,292.0,6,Y,Norm,0.0,0,2,VinylSd,VinylSd,1,0,0,PConc,2,0,484.0,1,3,Detchd,1320,1,GasA,4,2Story,2789,1,2,Lvl,flat,3612,Inside,62.37538482945616,IR1,0.0,None,160,RH,Landmrk,48,5,6,2,0,Gable,WD ,137000,0,630.0,0
0,20.0,0,2,0.0,1Fam,4,1,1.0,4,692.0,6,Y,Norm,0.0,0,3,Plywood,Wd Sdng,0,5,1,CBlock,2,0,528.0,2,3,Attchd,1688,0,GasA,4,1Story,1018,1,4,Lvl,flat,12680,Inside,63.0,IR1,102.0,BrkFace,20,RL,NWAmes,48,6,7,2,0,Gable,WD ,226500,141,1675.0,0
0,20.0,0,2,0.0,1Fam,3,3,1.0,4,663.0,6,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,1,1,PConc,1,0,506.0,1,3,Attchd,1341,1,GasA,3,1Story,14,1,3,Lvl,flat,10176,Inside,85.0,Reg,0.0,None,20,RL,Gilbert,0,5,7,2,0,Gable,WD ,171500,0,1300.0,192
0,30.0,0,3,0.0,1Fam,3,2,0.0,3,428.0,5,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,1,0,576.0,1,3,Detchd,954,0,GasA,3,SLvl,2782,1,2,Lvl,flat,10780,Inside,55.0,IR1,0.0,None,80,RL,CollgCr,0,5,5,2,0,Gable,WD ,132500,0,911.0,0
0,57.0,0,2,0.0,Duplex,0,0,0.0,0,0.0,0,N,Norm,1.0,0,2,Stucco,Stucco,0,0,0,Slab,2,0,400.0,1,3,Detchd,1040,0,Wall,1,1Story,2626,2,2,Lvl,flat,8544,Inside,75.19245283018869,Reg,340.0,BrkFace,90,RL,NAmes,0,4,3,2,0,Gable,WD ,87500,0,0.0,0
1,7.0,0,3,0.0,1Fam,3,0,1.0,3,177.0,6,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,3,1,PConc,2,0,546.0,3,3,Attchd,1789,1,GasA,4,2Story,1175,1,2,Lvl,flat,10646,Corner,79.0,IR1,513.0,BrkFace,60,FV,Somerst,0,5,7,2,0,Gable,WD ,223000,0,858.0,0
0,46.0,0,3,0.0,1Fam,3,0,1.0,3,1319.0,1,Y,Norm,0.0,0,3,Wd Sdng,Wd Sdng,3,4,1,CBlock,1,0,462.0,2,3,Attchd,1537,1,GasA,2,1Story,1232,1,3,Lvl,flat,8400,Inside,80.0,Reg,237.0,BrkFace,20,RL,NAmes,36,9,6,2,0,Gable,COD,174000,0,1319.0,0
0,55.0,0,2,0.0,1Fam,3,0,1.0,3,143.0,3,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,1,0,270.0,3,3,Attchd,884,0,GasA,4,1Story,2590,1,2,Lvl,flat,15428,Inside,85.0,Reg,0.0,None,20,RL,NAmes,0,6,5,2,0,Hip,WD ,142000,195,884.0,0
0,0.0,0,3,0.0,1Fam,4,0,0.0,4,1489.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,776.0,2,3,Attchd,1489,0,GasA,4,1Story,2463,1,3,Lvl,flat,11216,Inside,81.0,Reg,0.0,None,20,FV,Somerst,140,5,8,2,0,Gable,New,232600,0,1489.0,0
0,32.0,0,3,0.0,1Fam,3,0,1.0,3,0.0,5,Y,Norm,0.0,0,2,HdBoard,HdBoard,3,2,1,CBlock,1,0,484.0,2,3,Attchd,1309,1,GasA,1,1Story,2358,1,3,Lvl,flat,10140,Inside,78.0,Reg,99.0,BrkFace,20,RL,NWAmes,0,6,6,2,1,Hip,WD ,181000,0,1040.0,265
1,33.0,0,5,0.0,TwnhsE,3,0,1.0,4,105.0,5,Y,Norm,0.0,0,2,CemntBd,CmentBd,3,4,1,CBlock,2,4,576.0,3,3,Attchd,2521,1,GasA,3,2Story,2911,1,2,Lvl,flat,3964,Inside,42.0,Reg,0.0,None,160,RM,MeadowV,20,4,6,2,0,Gable,WD ,151400,0,942.0,728
0,1.0,0,3,0.0,1Fam,3,0,0.0,4,1626.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,866.0,2,3,Attchd,1634,0,GasA,4,1Story,1699,1,3,Lvl,flat,11428,Inside,98.0,IR1,248.0,Stone,20,RL,NridgHt,44,5,8,2,0,Gable,WD ,250000,0,1626.0,0
1,22.0,0,3,0.0,1Fam,3,0,0.0,4,586.0,6,Y,Norm,0.0,156,2,HdBoard,HdBoard,1,3,1,CBlock,2,0,496.0,1,3,Attchd,1714,1,GasA,2,2Story,115,1,2,Lvl,flat,10421,Inside,80.0,Reg,42.0,BrkFace,60,RL,NWAmes,66,5,7,2,0,Gable,WD ,196500,0,980.0,228
1,128.0,1,3,0.0,1Fam,3,0,0.0,3,819.0,1,Y,Norm,1.0,150,2,Wd Sdng,Wd Sdng,1,4,1,PConc,2,0,576.0,1,3,Attchd,2454,0,GasA,2,2.5Unf,1998,1,2,Lvl,flat,13500,Corner,75.0,Reg,0.0,None,75,RM,OldTown,148,8,7,0,0,Gable,WD ,185000,0,819.0,0
0,40.0,0,3,0.0,1Fam,3,2,1.0,3,261.0,4,Y,Feedr,0.0,0,2,HdBoard,HdBoard,1,0,0,CBlock,1,0,336.0,1,3,Attchd,1216,0,GasA,2,1Story,589,1,2,Lvl,flat,9000,Inside,75.0,Reg,200.0,BrkFace,20,RL,NWAmes,0,5,6,2,0,Gable,WD ,113000,0,1216.0,0
0,0.0,0,2,0.0,1Fam,3,2,1.0,4,474.0,6,Y,Norm,0.0,0,3,MetalSd,MetalSd,0,4,1,PConc,2,0,567.0,2,3,Attchd,1419,0,GasA,4,1Story,1641,1,3,HLS,flat,8089,Inside,60.0,Reg,0.0,BrkFace,20,RL,StoneBr,0,6,8,2,0,Gable,New,392000,0,1419.0,140
0,31.0,0,4,0.0,Duplex,4,3,0.0,4,0.0,6,Y,Norm,0.0,0,2,WdShing,Plywood,0,0,0,CBlock,2,0,0.0,0,0,None,980,0,GasA,2,SFoyer,2821,0,2,Lvl,flat,9400,CulDSac,35.0,IR1,250.0,BrkFace,90,RL,Edwards,0,5,6,2,0,Flat,WD ,127500,0,945.0,0
1,7.0,0,3,0.0,Twnhs,3,0,0.0,4,339.0,6,Y,Norm,0.0,0,3,MetalSd,MetalSd,0,0,0,PConc,2,0,440.0,1,3,Detchd,1573,1,GasA,4,2Story,1846,1,3,Lvl,flat,2117,Inside,24.0,Reg,216.0,BrkFace,160,FV,Somerst,32,5,6,2,0,Gable,WD ,177000,0,756.0,0
1,3.0,0,4,0.0,1Fam,3,2,0.0,4,1158.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,2,744.0,2,3,BuiltIn,2443,1,GasA,4,2Story,1805,1,3,Lvl,flat,10625,Inside,85.0,Reg,353.0,BrkFace,60,FV,Somerst,127,5,6,2,0,Gable,WD ,265000,0,1158.0,193
1,9.0,0,3,0.0,1Fam,3,1,1.0,5,319.0,6,Y,Norm,0.0,36,3,VinylSd,VinylSd,0,3,2,PConc,2,0,1105.0,2,4,Attchd,2362,1,GasA,4,2Story,1853,1,3,Lvl,flat,8413,Inside,106.0,IR1,0.0,None,60,FV,Somerst,0,5,8,2,0,Gable,WD ,312500,144,1220.0,147
1,115.0,0,3,0.0,1Fam,3,0,0.0,3,1237.0,1,Y,Artery,0.0,0,4,Wd Sdng,Wd Sdng,0,4,1,BrkTil,3,0,880.0,1,4,Detchd,2775,1,GasA,3,2.5Unf,1321,1,3,Lvl,flat,13500,Inside,75.0,Reg,0.0,None,75,RM,OldTown,502,9,10,2,0,Gable,WD ,325000,0,1237.0,105
0,29.0,0,2,0.0,1Fam,4,3,1.0,4,189.0,5,Y,Norm,0.0,0,3,VinylSd,VinylSd,1,4,2,CBlock,2,4,864.0,2,3,Attchd,2014,0,GasA,3,1Story,564,1,3,Low,flat,15676,Inside,67.84615384615384,IR1,115.0,BrkFace,20,RL,Veenker,0,8,8,2,0,Gable,WD ,275000,0,2014.0,462
1,12.0,0,4,0.0,1Fam,3,0,0.0,4,638.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,3,1,PConc,2,0,721.0,2,3,Attchd,2520,1,GasA,4,2Story,1771,1,3,Lvl,flat,9950,Inside,82.0,IR1,290.0,BrkFace,60,RL,NoRidge,114,5,7,2,0,Gable,WD ,290000,0,1203.0,224
0,36.0,0,3,0.0,1Fam,3,3,1.0,3,223.0,4,Y,RRe,0.0,186,2,Plywood,Plywood,3,2,2,CBlock,2,0,461.0,3,3,Attchd,1494,0,GasA,4,1Story,90,1,2,Lvl,flat,15410,CulDSac,39.0,IR1,250.0,BrkCmn,20,RL,Sawyer,0,6,6,2,0,Hip,WD ,169000,0,1208.0,296
0,85.0,0,2,0.0,1Fam,3,0,0.0,3,0.0,2,Y,Norm,0.0,129,2,Wd Sdng,Wd Shng,0,0,0,CBlock,1,0,205.0,1,3,Detchd,616,0,GasA,3,1Story,2684,1,2,Lvl,flat,6000,Inside,50.0,Reg,0.0,None,30,RM,BrkSide,0,7,5,2,0,Gable,WD ,89000,0,616.0,0
1,12.0,0,3,0.0,1Fam,3,0,0.0,4,789.0,1,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,4,1,PConc,2,0,393.0,3,3,Attchd,1465,1,GasA,3,2Story,13,1,2,Lvl,flat,8402,Inside,63.0,IR1,0.0,None,60,RL,Gilbert,75,5,6,2,0,Gable,WD ,180400,0,789.0,0
0,6.0,0,3,0.0,1Fam,3,0,1.0,4,1603.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,880.0,2,3,Attchd,1629,0,GasA,4,1Story,445,1,3,Lvl,flat,10655,Inside,85.0,IR1,296.0,BrkFace,20,RL,NridgHt,0,5,8,2,0,Gable,WD ,284000,0,3206.0,0
0,49.0,0,2,0.0,1Fam,3,0,0.0,3,456.0,3,Y,Feedr,1.0,0,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,0,275.0,2,3,Attchd,912,0,GasA,4,1Story,1914,1,2,Lvl,flat,10150,Inside,70.0,Reg,1.0,None,20,RL,NAmes,0,5,5,2,0,Gable,COD,114500,0,912.0,0
